ID,ID LAB,PR LISTA,PRODUCTO,PRINCIPIO ACTIVO,ACCION TERAPEUTICA,DESCRIPCION ADICIONAL,Link institucional,BASE,ALTURA,PROFUNDIDAD,PESO,PACK,CAJA MADRE,CATEGORIA,SEGMENTO,SEGMENTO SECUNDARIO,CONCEPTO,LABORATORIO,CODIGO DE BARRAS,C3 REPO,BM REPO,DTO REPO,FECHA DESDE REPO,FECHA HASTA REPO,Principio Activo,Acción Terapeutica,CONCEPTO (NUEVO O DIFERENTE),ESPECIE,Sintomas,Diagnostico,Dosificación,Observaciónes,Contra indicaciones / Precauciones,Modo de usos,Tiempo de Duración,DISCONTINUADO
335074,,$739.00,CEFAL 500 MG. X 8 COMP (BL),Cefalexina 500 mg.,Antibiótico,,https://www.afford.com.ar/cefal-500/,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,AFFORD S.A.,0,0,0,0,,,Cefalexina 500 mg.,Antibiótico,Comprimio,"Perro,Gato","Para combatir enfermedades infectocontagiosas producidas por gérmenes Grampositivos y Gramnegativos, sensibles a la cefalexina. Específico para el tratamiento de infecciones de la piel, tejidos blandos, osteoarticulares, gastrointestinales, oído medio, vías respiratorias o genitourinarias.",,"Vía oral. 25-30 mg. por Kg. de peso vivo, cada 8-12 hs.",,,"Vía,Oral",Por un periodo no menor a 7 días. En infecciones rebeldes (piel)puede suministrarse por un lapso mayor a 30 días.,
335075,,"$27,030.00",CEFAL 500 MG. X 80 COMP.,Cefalexina 500 mg.,Antibiótico,,https://www.afford.com.ar/cefal-500/,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,AFFORD S.A.,0,3,0,0,,,Cefalexina 500 mg.,Antibiótico,Comprimio,"Perro,Gato","Para combatir enfermedades infectocontagiosas producidas por gérmenes Grampositivos y Gramnegativos, sensibles a la cefalexina. Específico para el tratamiento de infecciones de la piel, tejidos blandos, osteoarticulares, gastrointestinales, oído medio, vías respiratorias o genitourinarias.",,"Vía oral. 25-30 mg. por Kg. de peso vivo, cada 8-12 hs.",,,"Vía,Oral",Por un periodo no menor a 7 días. En infecciones rebeldes (piel)puede suministrarse por un lapso mayor a 30 días.,
335502,,"$2,690.00",DENTAL PLAX X 250 ML,"Xilitol 0,5 g cada 100 mL.",Antiséptico Bucal,,https://www.afford.com.ar/dental-plax/,0,14.5,0,282,0,60,HIGIENE Y BELLEZA,,,LIQUIDO,AFFORD S.A.,4.11E+12,10,18.8,10,11/05/2025,20/08/2025,"Xilitol 0,5 g cada 100 mL.",Antiséptico Bucal,Liquido,"Perro,Gato","Para la higiene bucal de caninos y felinos. Como preventivo de gingivitis, caries y otras infecciones bucales, generadoras de placa dental bacteriana y de la formación de sarro. Combate el mal aliento (halitosis).",,Como única fuente de bebida a razón de 10 mL cada 1 litro de agua,,,"Vía,Oral","Se suministra el agua durante todo el día, pasadas las 24 hs., se debe tirar el agua sobrante y se cambia por una solución nueva.",
335087,,"$4,290.00",DERMIL CREMA POMO X 15 GR,"Betametasona 17 valerato: 0,10g.; Gentamicina sulfato: 0,10g.; Clotrimazole: 1g.; Vitamina A: 0,6g.; Lidocaína: 0,6g.; Clorhexidina digluconato (20%): 5g.; Excipientes c.s.p. 100g.",Antihistamínico - Antiinflamatorio,,https://www.afford.com.ar/dermil-crema/,12,0.31,3,24,0,130,CLINICO,DERMICO,,CREMA,AFFORD S.A.,4.52E+12,10,0,0,,,"Betametasona 17 valerato: 0,10g.; Gentamicina sulfato: 0,10g.; Clotrimazole: 1g.; Vitamina A: 0,6g.; Lidocaína: 0,6g.; Clorhexidina digluconato (20%): 5g.; Excipientes c.s.p. 100g.",Antihistamínico - Antiinflamatorio,Crema,"Perro,Gato","Analgésico, Antiinflamatorio, Antibiótico,
Antimicótico, Anestésico, Antihistamínico
Para caninos y felinos. Alergia, urticaria, dermatitis de origen alérgico, localizado, eczemas húmedos o secos, afecciones de origen alérgico y otras enfermedades de la piel que requieran tratamiento con corticoides. Como antiinflamatorio y reconstituyente de la piel.",,"aplicar localmente en cantidad suficiente en la zona afectada, de dos a tres veces por día. Cubrir para evitar el lamido.",,,Uso externo Topico,,
335084,,"$6,620.00",DERMIL CREMA X 50 GRS. POTE,"Betametasona 17 valerato: 0,10 g. ; Gentamicina sulfato; 0,10 g. ; Clotrimazole: 1 g. ; Vitamina A palmitato x 1,7MUI 0,6 g. ; Lidocaína 0,6 g. ; excipientes: csp 100 g","Alergia, urticaria, dermatitis de origen alérgico, localizado, eczemas húmedos o secos, afecciones de origen alérgico y otras enfermedades de la piel que requieran tratamiento con corticoides. Como antiinflamatorio y reconstituyente de la piel",,https://www.afford.com.ar/dermil-crema/,5,6.5,5,70,0,84,CLINICO,DERMICO,,CREMA,AFFORD S.A.,4.52E+12,5,0,0,,,"Betametasona 17 valerato: 0,10g.; Gentamicina sulfato: 0,10g.; Clotrimazole: 1g.; Vitamina A: 0,6g.; Lidocaína: 0,6g.; Clorhexidina digluconato (20%): 5g.; Excipientes c.s.p. 100g.",Antihistamínico - Antiinflamatorio,Crema,"Perro,Gato","Analgésico, Antiinflamatorio, Antibiótico,
Antimicótico, Anestésico, Antihistamínico
Para caninos y felinos. Alergia, urticaria, dermatitis de origen alérgico, localizado, eczemas húmedos o secos, afecciones de origen alérgico y otras enfermedades de la piel que requieran tratamiento con corticoides. Como antiinflamatorio y reconstituyente de la piel.",,"aplicar localmente en cantidad suficiente en la zona afectada, de dos a tres veces por día. Cubrir para evitar el lamido.",,,Uso externo Topico,,
335086,,"$4,563.33",DERMIL INY. X 10 ML.,"Triamcinolona acetonida 0,6 g.",Antiinflamatorio-antialérgico.,,https://www.afford.com.ar/dermil-inyectable/,0,0,0,0,0,0,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,AFFORD S.A.,0,5,0,0,,,"Triamcinolona acetonida 0,6 g.",Antiinflamatorio-antialérgico.,Inyectable,"Perro,Gato","Afecciones cutánea como alergia, dermatitis, pruritos, eczemas, urticaria. Enfermedades respiratorias de origen alérgico.
Para todo tipo de proceso inflamatorio osteoarticular, artritis, bursitis, tenosinovitis, miositis, síndrome reumatoideo y otras enfermedades que requieran tratamiento con glucocorticoides.",,"Caninos: Vía IM o SC: 0,1 a 0,2 mg./Kg. (0.33 mL. cada 10 kg.). Felinos: Vía IM o SC 0,1 a 0,2 mg./kg. (0,15 mL. por animal). Infiltraciones: Caninos y felinos 1,2 a 1,8 mg. (0,2 a 0,3 mL.)",,,"Vía intramuscular, subcutánea, intraarticular, intrasinovial.",,
335080,,"$23,860.00",DERMIL X 100 COMP.,"Triamcinolona diacetato: 1,25 mg. Clorfeniramina maleato: 2 mg. Vitamina ""A"": 5000 U.I.",Antiinflamatorio-antihistamínico.,,https://www.afford.com.ar/dermil-comprimidos/,0,0,0,0,0,0,CLINICO,ANTIINFLAMATORIO,,COMPRIMIDO,AFFORD S.A.,0,3,0,0,,,"Triamcinolona diacetato: 1,25 mg. Clorfeniramina maleato: 2 mg. Vitamina ""A"": 5000 U.I.",Antiinflamatorio-antihistamínico.,Comprimido,"Perro,Gato","Alergia, urticaria, dermatitis de origen alérgico, prurito gral. o localizado, eczema húmedo o seco. Como antiinflamatorio y reconstituyente de la piel.",,1 comprimido cada 20 Kg. de peso vivo,,,Vía oral,,
335085,,"$68,520.00",DERMIL X 400 COMP.,"Triamcinolona diacetato: 1,25 mg. Clorfeniramina maleato: 2 mg. Vitamina ""A"": 5000 U.I.",Antiinflamatorio-antihistamínico.,,https://www.afford.com.ar/dermil-comprimidos/,8.8,25.2,4.1,136,0,30,CLINICO,ANTIINFLAMATORIO,,COMPRIMIDO,AFFORD S.A.,4.52E+12,3,0,0,,,"Triamcinolona diacetato: 1,25 mg. Clorfeniramina maleato: 2 mg. Vitamina ""A"": 5000 U.I.",Antiinflamatorio-antihistamínico.,Comprimido,"Perro,Gato","Alergia, urticaria, dermatitis de origen alérgico, prurito gral. o localizado, eczema húmedo o seco. Como antiinflamatorio y reconstituyente de la piel.",,2 comprimido cada 20 Kg. de peso vivo,,,Vía oral,,
335500,,"$10,060.00",DEXA 2000 SHOCK X 25 ML AFFORD,Dexametasona 21 fosfato disódico: 2 g.,Antiinflamatorio glucocorticoide de rápida acción.,,https://www.afford.com.ar/dexa-2000/,3.9,8.2,3.8,76,0,130,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,AFFORD S.A.,4.53E+12,5,0,0,,,Dexametasona 21 fosfato disódico: 2 g.,Antiinflamatorio glucocorticoide de rápida acción.,Inyectable,"Perro,Gato,Equino,bovino,Porcino,Ovino,Caprino","Para la terapéutica de emergencia de diversos estados de shock, anafilaxia, bronco espasmo, traumatismos cráneo-encefálicos, síndrome de compresión medular, raquialgias, neuralgias y neuropatías, artropatías, mialgias y miopatías, tendinitis, bursitis, enfermedades autoinmunes, stress, síndrome anoréxico y azoturia del animal de deporte. Se podrá utilizar en alergias dermatológicas o respiratorias, asma bronquial, cetosis y como agente inductor del parto.",,"Caninos y felinos: En shock: 5 mg./kg. (0,25 mL./kpv.). Vía EV. Repetir a las 3 o 6 hs.
Ovinos, caprinos y porcinos: En shock 3 mg./kpv. (0,15 mL./kpv.) Vía EV. Repetir a las 3 o 6 hs.
Bovinos y Equinos: En shock: 3 a 6 mg./kpv. (0,15 a 0,30 mL./kpv.) Vía EV. Repetir a las 3 o 6 hs.",Para uso en emergencias,,"De uso subcutáneo, intramuscular y endovenoso",,
335659,,"$6,300.00",DEXA 400 INY. X 50 ML,"Dexametasona 21 fosfato disódico: 0,4 g.; Excipientes c.s.p. 100ml.",Antiinflamatorio Glucocorticoide,,https://www.afford.com.ar/dexa-400/,5.1,10.3,5.1,124,0,84,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,AFFORD S.A.,4.53E+12,4,0,0,,,"Dexametasona 21 fosfato disódico: 0,4 g.; Excipientes c.s.p. 100ml.",Antiinflamatorio Glucocorticoide,Inyectable,"Perro,Gato,Equino,bovino,Porcino,Ovino,Caprino","Antiinflamatorio esteroide, gluconeogénico y antialérgico de rápida acción. Está indicado para afecciones cutáneas como alergia, dermatitis, pruritos, eczemas, urticaria. Enfermedades respiratorias de origen alérgico. Para todo tipo de proceso inflamatorio osteoarticular, artritis, bursitis, tenosinovitis, miositis, síndrome reumatoideo y otras enfermedades que requieran tratamiento con glucocorticoides.",,"Caninos y felinos: de 0.025 a 0,2 mg./kpv (0,25 a 2 mg./10 Kg.) (0,0625 a 0,5 mL./10 Kg.).",Acción ultra rápida,,"De uso subcutáneo, intramuscular y endovenoso","Se recomienda, aplicar de 1 a 3 veces por día, de acuerdo a las distintas patologías y /o según criterio profesional.",
335083,,"$39,740.00",DOLOPROFEN X 60 COMP.,"Carprofeno 100 mg., Excipientes csp 1 comprimido.",Antiinflamatorio,,https://www.afford.com.ar/doloprofen/,0,0,0,0,0,0,CLINICO,ANTIINFLAMATORIO,,COMPRIMIDO,AFFORD S.A.,0,3,0,0,,,"Carprofeno 100 mg., Excipientes csp 1 comprimido.",Antiinflamatorio,Comprimido,Perro,"Antiinflamatorio no esteroide, analgésico y antipirético indicado para el tratamiento del dolor y la inflamación asociada a la osteoartritis canina.",,La dosis recomendada es de 2.2 mg./kg cada 12 horas o 4.4 mg./kg cada 24 hs.,"Para el manejo del dolor post operatorio
Inhibidor selectivo de la COX2
Rápida respuesta
Mínima irritación gástrica",,Uso externo,La duración del tratamiento queda a criterio clínico y de acuerdo a la evolución del cuadro.,
335001,,"$4,450.00",FIT F HASTA 4 KG. (XS),Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno,Antiparasitario externo,,https://www.afford.com.ar/fit-f/,10.5,6.8,2.5,12,0,200,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,AFFORD S.A.,6.92E+12,10,0,0,,,"Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno. Pipeta de 0,4 ml.",Antiparasitario externo,Spot-on pipeta,Perro,"Antiparasitario externo. Pulguicida, garrapaticida, repelente de moscas y mosquitos para Caninos",,"Uso externo. Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. Evitar los ojos y la boca del animal.","Repelente de Moscas y Mosquitos
Única pipeta Nacional con Efecto Ambiental
Efecto Antifeeding",,Uso externo,Una dosis protege por mas de 30 días,
335002,,"$4,485.00",FIT F HASTA 10 KG. (S),Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno,Antiparasitario externo,,https://www.afford.com.ar/fit-f/,10.5,6.8,2.5,12,0,200,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,AFFORD S.A.,6.92E+12,10,0,0,,,Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno. Pipeta de 1 ml.,Antiparasitario externo,Spot-on pipeta,Perro,"Antiparasitario externo. Pulguicida, garrapaticida, repelente de moscas y mosquitos para Caninos",,"Uso externo. Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. Evitar los ojos y la boca del animal.","Repelente de Moscas y Mosquitos
Única pipeta Nacional con Efecto Ambiental
Efecto Antifeeding",,Uso externo,Una dosis protege por mas de 30 días,
335003,,"$4,970.00",FIT F HASTA 25 KG. (M),Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno,Antiparasitario externo,,https://www.afford.com.ar/fit-f/,10.5,6.8,2.5,12,0,200,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,AFFORD S.A.,6.92E+12,10,0,0,,,"Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno. Pipeta de 2,5 ml.",Antiparasitario externo,Spot-on pipeta,Perro,"Antiparasitario externo. Pulguicida, garrapaticida, repelente de moscas y mosquitos para Caninos",,"Uso externo. Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. Evitar los ojos y la boca del animal.","Repelente de Moscas y Mosquitos
Única pipeta Nacional con Efecto Ambiental
Efecto Antifeeding",,Uso externo,Una dosis protege por mas de 30 días,
335004,,"$5,730.00",FIT F HASTA 40 KG. (L),Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno,Antiparasitario externo,,https://www.afford.com.ar/fit-f/,10.5,6.8,2.5,14,0,200,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,AFFORD S.A.,6.92E+12,10,0,0,,,Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno. Pipeta de  4 ml.,Antiparasitario externo,Spot-on pipeta,Perro,"Antiparasitario externo. Pulguicida, garrapaticida, repelente de moscas y mosquitos para Caninos",,"Uso externo. Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. Evitar los ojos y la boca del animal.","Repelente de Moscas y Mosquitos
Única pipeta Nacional con Efecto Ambiental
Efecto Antifeeding",,Uso externo,Una dosis protege por mas de 30 días,
335005,,"$6,820.00",FIT F HASTA 60 KG. (XL),Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno,Antiparasitario externo,,https://www.afford.com.ar/fit-f/,10.5,6.8,2.5,16,0,200,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,AFFORD S.A.,6.92E+12,10,0,0,,,Imidacloprid 10 g. Flumetrina: 1 gr. Metopreno. Pipeta de 6ml.,Antiparasitario externo,Spot-on pipeta,Perro,"Antiparasitario externo. Pulguicida, garrapaticida, repelente de moscas y mosquitos para Caninos",,"Uso externo. Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. Evitar los ojos y la boca del animal.","Repelente de Moscas y Mosquitos
Única pipeta Nacional con Efecto Ambiental
Efecto Antifeeding",,Uso externo,Una dosis protege por mas de 30 días,
3350010,,"$4,550.00",FIT SOLUCION EMULS. X 120 ML,"DDVP dimetil-dicloro-vinil-fosfato: 6,6g.; Cipermetrina: 1,5g.; Excipientes c.s.p. 100mL.",Antip. Ext. de acción prolong. p/ perros y amb.,,https://www.afford.com.ar/fit-solucion/,0,11,0,146,0,60,ANTIPARASITARIO EXTERNO,,,SOLUCIÓN,AFFORD S.A.,6.92E+12,10,0,0,,,"DDVP dimetil-dicloro-vinil-fosfato: 6,6g.; Cipermetrina: 1,5g.; Excipientes c.s.p. 100mL.",Antip. Ext. de acción prolong. p/ perros y amb.,Suspensión,,"Antiparasitario externo. Pulguicida, piojicida y garrapaticida para perros y ambiente.",,Caninos: Uso externo. Diluir 15 mL. por lt. de agua. Utilizar esta emulsión para enjuagar al animal después del baño. Se aconseja repetir el tratamiento a los 10-12 días. Ambiente: Diluir 15 mL. en 2 lt. de agua. Utilizar la emulsión para baldear o rociar el lugar deseado.,"Para el tratamiento de Ectoparásitos
Acción por 10 días
Puede ser utilizado en cuchas, mantas y jardines
Evita la reinsfestación",,Uso ambiental,"Repetir, si fuera necesario entre los 10-12 días de aplicado.",
335061,,"$4,950.00",FIT UP CANINOS 02-10 KG,"Fipronil, Metopreno",Pulguicida y garrapaticida.,,https://www.afford.com.ar/fit-up-caninos/,12.5,8.5,2.5,14,0,128,ANTIPARASITARIO EXTERNO,,,PIPETA,AFFORD S.A.,6.92E+12,10,0,0,,,"Fipronil: (+)-5-amino-1-(2,6-dicloro-α-α-α-trifluoro-p-tolil)-4-trifluorometil sulfinilpirazol-3-carbonitrilo: 10g. Metopreno:10 g","Antiparasitario externo, pulguicida y garrapaticida para perros.",Spot-on pipeta,Perro,,,"Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. ",,Evitar los ojos y la boca del animal.,Uso externo,"repetir, entre 28 y 30 días",
335062,,"$5,795.00",FIT UP CANINOS 10-20 KG,"Fipronil, Metopreno",Pulguicida y garrapaticida.,,https://www.afford.com.ar/fit-up-caninos/,12.5,8.5,2.5,16,0,128,ANTIPARASITARIO EXTERNO,,,PIPETA,AFFORD S.A.,6.92E+12,10,0,0,,,"Fipronil: (+)-5-amino-1-(2,6-dicloro-α-α-α-trifluoro-p-tolil)-4-trifluorometil sulfinilpirazol-3-carbonitrilo: 10g. Metopreno:10 g","Antiparasitario externo, pulguicida y garrapaticida para perros.",Spot-on pipeta,Perro,,,"Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. ",,Evitar los ojos y la boca del animal.,Uso externo,"repetir, entre 28 y 30 días",
335063,,"$7,070.00",FIT UP CANINOS 20-40 KG,"Fipronil, Metopreno",Pulguicida y garrapaticida.,,https://www.afford.com.ar/fit-up-caninos/,12.5,8.5,2.5,16,0,128,ANTIPARASITARIO EXTERNO,,,PIPETA,AFFORD S.A.,6.92E+12,10,0,0,,,"Fipronil: (+)-5-amino-1-(2,6-dicloro-α-α-α-trifluoro-p-tolil)-4-trifluorometil sulfinilpirazol-3-carbonitrilo: 10g. Metopreno:10 g","Antiparasitario externo, pulguicida y garrapaticida para perros.",Spot-on pipeta,Perro,,,"Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. ",,Evitar los ojos y la boca del animal.,Uso externo,"repetir, entre 28 y 30 días",
335064,,"$7,850.00",FIT UP CANINOS 40-60 KG,"Fipronil, Metopreno",Pulguicida y garrapaticida.,,https://www.afford.com.ar/fit-up-caninos/,12.5,8.5,2.5,18,0,128,ANTIPARASITARIO EXTERNO,,,PIPETA,AFFORD S.A.,6.92E+12,10,0,0,,,"Fipronil: (+)-5-amino-1-(2,6-dicloro-α-α-α-trifluoro-p-tolil)-4-trifluorometil sulfinilpirazol-3-carbonitrilo: 10g. Metopreno:10 g","Antiparasitario externo, pulguicida y garrapaticida para perros.",Spot-on pipeta,Perro,,,"Aplicar 1 pipeta por animal, de acuerdo a su peso, en la nuca o entre los omóplatos. ",,Evitar los ojos y la boca del animal.,Uso externo,"repetir, entre 28 y 30 días",
