"id","title","date","image","list_price","list_price_2","selling_price","description","active_ingredient","therapeutic_action","distributor_product_id","supplier_product_id","timestamp","category_id","enterprise_supplier_product_id","status"
35,PROTELIV X 21 COMP. (3 BL X 7 CS),2024-02-01,products/dfv/reduced/prod_120086_red.jpg,0.00,0.00,0.00,Desc. PROTELIV X 21 COMP. (3 BL X 7 CS),"Acido alfalipoico (tióctico) 10 mg.
Silybum marianum extracto seco 40 mg.
Cynara scolymus L extracto seco 40 mg.
Cúrcuma longa L extracto seco 75 mg.
Betaína clorhidrato 100 mg.
Metionina 200 mg.
Colina Bitartrato 10 mg.
Zinc Gluconato (equivalente a 5 mg de zinc por comprimido) 34.84 mg.
N-acetil cisteína 30 mg.
Vitamina B12 0.01 mg.",Modulador fisiológico protector del metabolismo hepático en comprimidos ,"120086","",2025-12-26 01:01:06.364 -0300,2,8,1
415,SULFAVET X 100 ML.,2024-05-12,enterprises/Integhra-Logo-CEVA.jpg,0.00,0.00,0.00,Desc. SULFAVET X 100 ML.,Sulfametazina sódica 20%; Trimetoprim 4%.,Quimioterápico - Antimicrobiano,"262068","",2025-12-26 01:01:02.779 -0300,2,19,1
468,DIAZEPAM ZOOVET X 50 ML,2024-05-12,products/dfv/reduced/prod_262201_red.jpg,0.00,0.00,0.00,Desc. DIAZEPAM ZOOVET X 50 ML,"Diazepam 0,5 g.","Tranquilizante, ansiolítico, miorrelajante, anticonvulsivante y estimulante del apetito para caninos y felinos.","262201","",2025-12-26 01:02:29.732 -0300,2,19,1
25,PILERAN ORAL X 20 ML,2024-02-01,products/dfv/reduced/prod_120063_red.jpg,0.00,0.00,0.00,Desc. PILERAN ORAL X 20 ML,Metroclopramida clorhidrato 5 mg./ 1 ml.,"Antiemético, gastrocinético.","120063","",2025-12-26 01:00:56.587 -0300,2,8,1
648,GIACOCCIDE VERDE(1-10KG) X 20 COMP,2024-10-29,products/dfv/reduced/prod_261060_red.jpg,0.00,0.00,0.00,Desc. GIACOCCIDE VERDE(1-10KG) X 20 COMP,"Dimetridazol 0,165 g. Sulfadimetoxina: 0,25 g.","Coccidicida, giardicida, antibacteriano.","261060","",2025-12-26 01:02:08.705 -0300,3,945,1
655,TOLTRAZOL SUSP. 50 MG X 10 ML,2024-10-29,products/dfv/reduced/prod_261152_red.jpg,0.00,0.00,0.00,Desc. TOLTRAZOL SUSP. 50 MG X 10 ML,Toltrazuril 5 g. en 100 ml.,Coccidicida de amplio espectro.,"261152","",2025-12-26 01:02:11.452 -0300,3,945,1
1191,ZANEX PERROS 32 A 64 KG 1600 MG,2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. ZANEX PERROS 32 A 64 KG 1600 MG,"","","25101","",2025-12-26 01:00:56.918 -0300,1,1763,1
464,DEXA 21 VET X 20 ML ZOOVET,2024-05-12,products/dfv/reduced/prod_262195_red.jpg,0.00,0.00,0.00,Desc. DEXA 21 VET X 20 ML ZOOVET,"Dexametasona Fosfato Sódico 0,2%",Antiinflamatorio esteroide antialérgico,"262195","",2025-12-26 01:02:28.270 -0300,2,19,1
1025,OSS. SH. C/CLORHEXIDINA X 250 ML,2025-10-26,products/dfv/reduced/prod_270002_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. C/CLORHEXIDINA X 250 ML,Clorhexidina.,Shampoo medicado.,"270002","",2025-12-26 01:02:35.302 -0300,5,1714,1
1190,OSS. GROOMERS DESODORANTE ATOM. X 130ML,2025-11-15,enterprises/Osspret-logo_IFJyAFN.jpg,0.00,0.00,0.00,Desc. OSS. GROOMERS DESODORANTE ATOM. X 130ML,"","","270115","",2025-12-26 01:01:10.189 -0300,1,1714,1
996,PREDNISOLONA PYO 20 X 500 COMP.,2025-08-07,products/dfv/reduced/prod_325131_red.jpg,0.00,0.00,0.00,Desc. PREDNISOLONA PYO 20 X 500 COMP.,Prednisolona.,Glucocorticoide.,"325131","",2025-12-26 01:02:50.923 -0300,2,1650,1
833,PIMOCARD HOLL  1.25MG X 100 CS HOSP.,2025-07-10,products/dfv/reduced/prod_1205551_red.jpg,0.00,0.00,0.00,Desc. PIMOCARD HOLL  1.25MG X 100 CS HOSP.,"","","1205551","",2025-12-26 01:01:48.462 -0300,1,8,1
1256,OXITOGEN 10 X 50 ML,2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. OXITOGEN 10 X 50 ML,"","","25164","",2025-12-26 01:00:58.982 -0300,1,1763,1
666,PRODERMA CREMA POMO X 15 GR.,2024-10-29,products/dfv/reduced/prod_261510_red.jpg,0.00,0.00,0.00,Desc. PRODERMA CREMA POMO X 15 GR.,"Sulfadiazina de Plata 1 g, BetametaSona 0,1 g, Vitamina A 0,25 g","Cicatrizante, antibiótica, fungicida, antipruriginosa, antiinflamatoria, restauradora de tejido","261510","",2025-12-26 01:02:12.430 -0300,2,945,1
21,KETAMINA 50 X 50 ML (PRODUCTO TRAZADO),2024-02-01,products/dfv/reduced/prod_120052_red.jpg,0.00,0.00,0.00,Desc. KETAMINA 50 X 50 ML (PRODUCTO TRAZADO),Ketamina base 50 mg.,Anestésico disociativo.,"120052","",2025-12-26 01:00:54.299 -0300,2,8,1
212,"",2024-05-08,"",0.00,0.00,0.00,Desc. ,"","","120123","",2024-05-09 01:00:50.642 -0300,,8,0
201,"",2024-05-08,"",0.00,0.00,0.00,Desc. ,"","","1021","",2024-05-09 01:00:50.360 -0300,,3,0
211,"",2024-05-08,"",0.00,0.00,0.00,Desc. ,"","","120305","",2024-05-09 01:00:50.682 -0300,,8,0
1192,ZANEX PERROS 20 A 32 KG 800 MG,2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. ZANEX PERROS 20 A 32 KG 800 MG,"","","25102","",2025-12-26 01:00:56.914 -0300,1,1763,1
997,CEFALEXINA-PREDNISOLONA IDV X 10 COMP,2025-08-07,products/dfv/reduced/prod_325150_red.jpg,0.00,0.00,0.00,Desc. CEFALEXINA-PREDNISOLONA IDV X 10 COMP,"Cefalexina, Prednisolona",Antibiótico de amplio espectro,"325150","",2025-12-26 01:02:51.016 -0300,2,1650,1
1257,ENROGEN 100 X 120 COMP. (12 BL),2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. ENROGEN 100 X 120 COMP. (12 BL),"","","25166","",2025-12-26 01:00:59.018 -0300,1,1763,1
26,PROTELIV GOTAS X 15 ML,2024-02-01,products/dfv/reduced/prod_120066_red.jpg,0.00,0.00,0.00,Desc. PROTELIV GOTAS X 15 ML,"Nicotinamida: 2,5 g. Bitartrato de Colina: 5 g. Extracto diluido de alcachofa: 5 g. Metilbromuro de Homatropina: 200 mg. Dehidrocolato de sodio: 250 mg. Desoxicolato de sodio: 250 mg - vehículo c.s.p. 100 ml.","Hepatoprotector, colagogo, colerético.","120066","",2025-12-26 01:00:56.990 -0300,2,8,1
1026,OSS. SH. C/CLORHEXIDINA X 1 LT.,2025-10-26,products/dfv/reduced/prod_270003_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. C/CLORHEXIDINA X 1 LT.,Clorhexidina.,Shampoo medicado.,"270003","",2025-12-26 01:02:35.524 -0300,5,1714,1
582,VETSCAN TUBO VIOLETA EDTA PACK X 50,2024-05-12,products/dfv/reduced/prod_901674_red.jpg,0.00,0.00,0.00,Desc. VETSCAN TUBO VIOLETA EDTA PACK X 50,"","","901674","",2025-12-26 01:03:10.320 -0300,9,20,1
652,PRURICILONA SPRAY X 15 ML.,2024-10-29,products/dfv/reduced/prod_261081_red.jpg,0.00,0.00,0.00,Desc. PRURICILONA SPRAY X 15 ML.,"Fluocinolona acetonida 0,2 g.","Indicado para felinos, caninos y equinos de deporte.","261081","",2025-12-26 01:02:10.370 -0300,2,945,1
1090,OSS. SH. POT. PLUS ANTISEB. X 1 LITRO,2025-10-26,products/dfv/reduced/prod_270260_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. POT. PLUS ANTISEB. X 1 LITRO,"Coaltar, Acido Salicílico y Azufre.",Shampoo para dermatitis y dermatosis húmedas.,"270260","",2025-12-26 01:02:37.139 -0300,5,1714,1
1158,OSS. LA PIPETA  GATOS DE 4 A 8 KG,2025-10-26,enterprises/Osspret-logo_IFJyAFN.jpg,0.00,0.00,0.00,Desc. OSS. LA PIPETA  GATOS DE 4 A 8 KG,"Pipeta de 0,5 ml, para gatos de hasta 4kg de peso (Amarillo); Pipeta de 1 ml, para gatos de 4 kg a 8 kg de peso (Rosa).",Indicado en el tratamiento y control de infestaciones de pulgas en gatos.,"270718","",2025-12-26 01:01:13.939 -0300,4,1714,1
483,PETS PROTECTOR MAX DE 40 A 60 KG.,2024-05-12,products/dfv/reduced/prod_262255_red.jpg,0.00,0.00,0.00,Desc. PETS PROTECTOR MAX DE 40 A 60 KG.,"Fipronil, Metopreno",Antiparasitario externo pulguicida y garrapaticida,"262255","",2025-12-26 01:02:31.854 -0300,4,19,1
835,K-OTHRINA FOG X 426 CM3 / 249 GR.,2025-07-12,enterprises/Logo_elanco.jpg,0.00,0.00,0.00,Desc. K-OTHRINA FOG X 426 CM3 / 249 GR.,"","","109100","",2025-12-26 01:00:05.685 -0300,2,1598,0
392,P.I.P. PLUS 10 KG. X 1 PIP. FP,2024-05-12,products/dfv/reduced/prod_262029_red.jpg,0.00,0.00,0.00,Desc. P.I.P. PLUS 10 KG. X 1 PIP. FP,"Imidacloprid 8 %, Permetrina 30 %",Antiparasitario externo - Sistémico,"262029","",2025-12-26 01:02:17.374 -0300,4,19,1
1024,GABADAY 10% X 20 ML,2025-10-14,products/dfv/reduced/prod_1202425_red.jpg,0.00,0.00,0.00,Desc. GABADAY 10% X 20 ML,Gabapentina,"Ansiolítico, analgésico y anticonvulsivo (para dolor neuropático, andiedad y crisis epilépticas)","1202425","",2025-12-26 01:01:32.896 -0300,1,8,1
435,EUTANASICO ZOOVET X 100 ML,2024-05-12,products/dfv/reduced/prod_26210001_red.jpg,0.00,0.00,0.00,Desc. EUTANASICO ZOOVET X 100 ML,"Pentobarbital Sódico 39%, Difenilhidantoina 5%.",Barbitúrico - Agente eutanásico,"26210001","",2025-12-26 01:02:23.110 -0300,2,19,1
1093,OSS. SH. ALGAS VITALIZADOR X 250 ML,2025-10-26,products/dfv/reduced/prod_270290_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. ALGAS VITALIZADOR X 250 ML,"Parahidroxibenzoato de metilo, alantoína y_extracto de algas.","Shampoo antiséptico, antipruriginoso y abrillantador.","270290","",2025-12-26 01:02:37.191 -0300,5,1714,1
1091,LA PASTILLA 10 A 20 KG OSSPRET,2025-10-26,enterprises/Osspret-logo_IFJyAFN.jpg,0.00,0.00,0.00,Desc. LA PASTILLA 10 A 20 KG OSSPRET,Spinosad - 1600 mg,Antiparasitario externo para pulgas,"270273","",2025-12-26 01:01:11.245 -0300,9,1714,1
540,RIMADYL 75 MG. MASTICABLE X 60 COMP.,2024-05-12,products/dfv/reduced/prod_283205_red.jpg,0.00,0.00,0.00,Desc. RIMADYL 75 MG. MASTICABLE X 60 COMP.,Carprofeno.,Aine.,"283205","",2025-12-26 01:02:41.809 -0300,2,20,1
501,VITA PLUS GRANDES 7 BL X 3 COMP.,2024-05-12,products/dfv/reduced/prod_262344_red.jpg,0.00,0.00,0.00,Desc. VITA PLUS GRANDES 7 BL X 3 COMP.,"Aceite con alto contenido de ácidos grasos, Omega 3, Ginseng, Gingko Biloba, Adenosín trifosfato, Arándano, Tiamina clorhidrato…",Complemento dietario,"262344","",2025-12-26 01:02:34.341 -0300,2,19,1
98,MV PERRO CARDIACO X 10 KG.,2024-02-01,products/dfv/reduced/prod_590444_red.jpg,0.00,0.00,0.00,Desc. MV PERRO CARDIACO X 10 KG.,"Proteína bruta (mín) 24%
Grasas (mín) 12%
Fibras (máx) 5% Materia mineral (máx) 7%
Calcio (mín) 0,6% / (máx) 1%
Fósforo (mín) 0,4% / (máx) 0,65%
Sodio (máx) 0,08%
L-carnitina 0,05%
Taurina 0,2%
Relación Omega 3/Omega 6 1-4",Alimento completo para perros con problemas cardíacos.,"590444","",2025-12-26 01:02:55.766 -0300,10,8,1
184,NEO VITAPEL X 30 COMP.,2024-02-16,products/dfv/reduced/prod_60265_red.jpg,0.00,0.00,0.00,Desc. NEO VITAPEL X 30 COMP.,Buspirona 40 mg/comp,Suplemento vitamínico para la piel y el pelo.,"60265","",2025-12-26 01:03:05.456 -0300,2,9,1
28,PRO AGE POTEN PET X 21 COMP.,2024-02-01,products/dfv/reduced/prod_120073_red.jpg,0.00,0.00,0.00,Desc. PRO AGE POTEN PET X 21 COMP.,Suplemento vitamínico -mineral biodisponible de uso diario para perros y gatos.,Revitalizante.,"120073","",2025-12-26 01:00:59.544 -0300,2,8,1
374,ENROPLUS 100 MG. HOSP. 30 FP X 300C,2024-05-12,products/dfv/reduced/prod_262004_red.jpg,0.00,0.00,0.00,Desc. ENROPLUS 100 MG. HOSP. 30 FP X 300C,Enrofloxacina 100 mg en comprimidos.,Antibiótico de amplio espectro. ,"262004","",2025-12-26 01:02:13.856 -0300,2,19,1
928,COMFORTIS H/18 KG 560MG  X 1 TABL,2025-07-12,products/dfv/prod_81003_integhra.jpg,0.00,0.00,0.00,Desc. COMFORTIS H/18 KG 560MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,"81003","",2025-12-26 01:03:07.603 -0300,4,1598,0
362,"",2024-05-09,"",0.00,0.00,0.00,Desc. ,"","","160123","",2024-05-09 01:00:51.154 -0300,,18,0
586,CONVENIA INY. X 10 ML.,2024-05-12,products/dfv/reduced/prod_901850_red.jpg,0.00,0.00,0.00,Desc. CONVENIA INY. X 10 ML.,Cefovecin.,Antibiótico de larga acción.,"901850","",2025-12-26 01:03:10.338 -0300,2,20,1
1193,ZANEX PERROS 10 A 20 KG 500 MG,2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. ZANEX PERROS 10 A 20 KG 500 MG,"","","25103","",2025-12-26 01:00:56.917 -0300,1,1763,1
929,COMFORTIS H/ 9 KG 270MG  X 1 TABL,2025-07-12,products/dfv/prod_81002_integhra.jpg,0.00,0.00,0.00,Desc. COMFORTIS H/ 9 KG 270MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,"81002","",2025-12-26 01:03:07.766 -0300,4,1598,0
1094,OSS. SH. ALGAS VITALIZADOR X 1 LITRO,2025-10-26,products/dfv/reduced/prod_270300_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. ALGAS VITALIZADOR X 1 LITRO,"Parahidroxibenzoato de metilo, alantoína y_extracto de algas.","Shampoo antiséptico, antipruriginoso y abrillantador.","270300","",2025-12-26 01:02:37.228 -0300,5,1714,1
658,"TOLTRAZOL ""PLUS"" SUSP X 10 ML.",2024-10-29,products/dfv/reduced/prod_261153_red.jpg,0.00,0.00,0.00,"Desc. TOLTRAZOL ""PLUS"" SUSP X 10 ML.","Toltrazuril, Pamoato de Pirantel, Febantel,","Coccidicida, Ascaricida, Trichuricida, Ancylostomicida y Giardicida.","261153","",2025-12-26 01:02:10.999 -0300,3,945,1
383,ALBEX X 10 COMP FP,2024-05-12,products/dfv/reduced/prod_2620100_red.jpg,0.00,0.00,0.00,Desc. ALBEX X 10 COMP FP,"Albendazol 500 mg, Praziquantel 50 mg.",Antiparasitario interno de amplio espectro.,"2620100","",2025-12-26 01:02:15.826 -0300,3,19,1
187,POWER GATO H/8 KG.,2024-02-16,products/dfv/reduced/prod_60291_red.jpg,0.00,0.00,0.00,Desc. POWER GATO H/8 KG.,"Imidacloprid 10 g., Metopreno 4,8 g.",Antiparasitario externo.,"60291","",2025-12-26 01:03:05.067 -0300,4,9,1
1027,OSS. SH. C/CLORHEXIDINA X 5 LT.,2025-10-26,products/dfv/reduced/prod_270004_red.jpg,0.00,0.00,0.00,Desc. OSS. SH. C/CLORHEXIDINA X 5 LT.,Clorhexidina.,Shampoo medicado.,"270004","",2025-12-26 01:02:35.262 -0300,5,1714,1
998,CEFALEXINA-PREDNISOLONA IDV X 100 COMP.,2025-08-07,products/dfv/reduced/prod_325151_red.jpg,0.00,0.00,0.00,Desc. CEFALEXINA-PREDNISOLONA IDV X 100 COMP.,"Cefalexina, Prednisolona",Antibiótico de amplio espectro,"325151","",2025-12-26 01:02:52.892 -0300,2,1650,1
416,TOTALVET CHICO X 10 COMP. FP,2024-05-12,products/dfv/reduced/prod_262070_red.jpg,0.00,0.00,0.00,Desc. TOTALVET CHICO X 10 COMP. FP,"Vitamina A 0,06%; Sulfato de Manganeso 0,3%; Vitamina D3 0,0000625%; Sulfato de Zinc 0,25%; Vitamina E 0,1%; Sulfato Ferroso 2%; Vitamina B1 (Tiamina) 0,05%; Sulfato de Cobre 0,5%; etc.","Tratamiento y prevención de osteoartrosis y procesos inflamatorios de las articulaciones, además de corregir las deficiencias vitamínicas, minerales y de aminoácidos","262070","",2025-12-26 01:02:20.598 -0300,2,19,1
661,TOLTRAZOL HOSPITALARIO X 15 CS (5BLX3CS),2024-10-29,products/dfv/reduced/prod_261156_red.jpg,0.00,0.00,0.00,Desc. TOLTRAZOL HOSPITALARIO X 15 CS (5BLX3CS),"","","261156","",2025-12-26 01:02:11.926 -0300,3,945,1
100,MV PERRO GASTROINTESTINAL X  2 KG.,2024-02-01,products/dfv/reduced/prod_590555_red.jpg,0.00,0.00,0.00,Desc. MV PERRO GASTROINTESTINAL X  2 KG.,"Humedad (m_x.) 10,00% Proteina bruta (m_n.) 28,00% Grasas (m_n.) 13,00% Fibras (m_x.) 3,00% Materia mineral (m_x.) 7,00% Calcio (m_n.) 0,90% (m_x.) 1,30% F_sforo (m_n.) 0,80% (m_x.) 1,30% Relaci_n Omega 3 / Omega 6 1 - 4",Alimento completo para perros con problemas gastrointestinales.,"590555","",2025-12-26 01:02:55.591 -0300,10,8,1
598,EUTANASICO EQUINO X 100 CC,2024-09-19,products/dfv/reduced/prod_345020_red.jpg,0.00,0.00,0.00,Desc. EUTANASICO EQUINO X 100 CC,"",Solución eutanásica para equinos.,"345020","",2025-12-26 01:02:52.173 -0300,2,707,1
551,SIMPARICA   5 MG 1.3 A 2.5 KG,2024-05-12,products/dfv/reduced/prod_283554_red.jpg,0.00,0.00,0.00,Desc. SIMPARICA   5 MG 1.3 A 2.5 KG,Sarolaner,"Antiparasitario externo, pulguicida y garrapaticida","283554","",2025-12-26 01:02:42.312 -0300,4,20,1
467,FELIWAY CLASSIC DIFUSOR + REPUESTO 48 ML,2024-05-12,products/dfv/reduced/prod_262203_red.jpg,0.00,0.00,0.00,Desc. FELIWAY CLASSIC DIFUSOR + REPUESTO 48 ML,Feromonas,"Solución excelente para que los gatos se sientan cómodos en casa y prevenir comportamientos como el marcaje con orina, que arañen los muebles o se escondan","262203","",2025-12-26 01:02:29.957 -0300,9,19,1
418,TOTALVET GRANDE X 5 COMP. FP,2024-05-12,products/dfv/reduced/prod_262072_red.jpg,0.00,0.00,0.00,Desc. TOTALVET GRANDE X 5 COMP. FP,"Vitamina A 0,06%; Sulfato de Manganeso 0,3%; Vitamina D3 0,0000625%; Sulfato de Zinc 0,25%; Vitamina E 0,1%; Sulfato Ferroso 2%; Vitamina B1 (Tiamina) 0,05%; Sulfato de Cobre 0,5%; etc.","Tratamiento y prevención de osteoartrosis y procesos inflamatorios de las articulaciones, además de corregir las deficiencias vitamínicas, minerales y de aminoácidos","262072","",2025-12-26 01:02:20.982 -0300,2,19,1
49,"CICLOSPORINA 1 % UNG. X 3,5 GR.",2024-02-01,products/dfv/reduced/prod_120107_red.jpg,0.00,0.00,0.00,"Desc. CICLOSPORINA 1 % UNG. X 3,5 GR.",Ciclosporina A (USP)1 g. Excipientes c.s.p. 100g.,"Inmunomodulador, lacrimomimético, antiinflamatorio.","120107","",2025-12-26 01:01:15.804 -0300,2,8,1
1159,OSS. LA PIPETA MAS DE 40 KG.,2025-10-26,products/dfv/reduced/prod_270716_red.jpg,0.00,0.00,0.00,Desc. OSS. LA PIPETA MAS DE 40 KG.,"Imidacloprid, Permetrina, Butóxido de Piperonilo","Pulguicida, garrapaticida, repele moscas y mosquitos.","270716","",2025-12-26 01:02:39.454 -0300,4,1714,1
952,DERMOSEDAN SH. USO FREC. X 5 KG,2025-08-07,enterprises/logo-idv.png,0.00,0.00,0.00,Desc. DERMOSEDAN SH. USO FREC. X 5 KG,"","","325047","",2025-12-26 01:01:25.354 -0300,5,1650,1
103,MV PERRO RENAL X  2 KG.,2024-02-01,products/dfv/reduced/prod_590777_red.jpg,0.00,0.00,0.00,Desc. MV PERRO RENAL X  2 KG.,"Humedad (máx.) 10,00% Proteina bruta (mín.) 16,00% Grasas (mín.) 14,00% Fibras (máx.) 3,00% Materia mineral (máx.) 7,00% Calcio (mín.) 0,45% (máx.) 0,60% Fósforo (mín.) 0,15% (máx.) 0,25% Sodio (máx.) 0,27% Relación Omega 3 / Omega 6 1 - 4",Alimento completo prescripto para perros con Insuficiencia renal crónica e insuficiencia hepática.,"590777","",2025-12-26 01:02:56.211 -0300,10,8,1
157,EUTHANYLE INY. X 15 ML,2024-02-16,products/dfv/reduced/prod_60115_red.jpg,0.00,0.00,0.00,Desc. EUTHANYLE INY. X 15 ML,Pentobarbital sódico 40 %. Difenilhidantoína sód. 5 %,Eutanásico.,"60115","",2025-12-26 01:02:59.752 -0300,2,9,1
376,TRATAM INTEGRAL-FIP+LPA GATO H/4 KG.,2024-05-12,products/dfv/reduced/prod_2620060_red.jpg,0.00,0.00,0.00,Desc. TRATAM INTEGRAL-FIP+LPA GATO H/4 KG.,"Fluazurón 2,5 % Imidacloprid 6 %, - Lufenurón 50 mg. ",Antiparasitario externo y sistémico.,"2620060","",2025-12-26 01:02:14.992 -0300,4,19,1
589,ADAPTIL CALM REPUESTO 48 ML,2024-07-24,products/dfv/reduced/prod_262119_red.jpg,0.00,0.00,0.00,Desc. ADAPTIL CALM REPUESTO 48 ML,Feromona,Ana?logo de la feromona de apaciguamiento ,"262119","",2025-12-26 01:02:24.913 -0300,1,19,1
776,ECTHONIL PERROS 02 A 05 KG,2024-12-23,products/dfv/reduced/prod_1201112_red.jpg,0.00,0.00,0.00,Desc. ECTHONIL PERROS 02 A 05 KG,Fipronil: 1.00 g.  Imidacloprid: 10.00 g.  Piriproxifen: 1.00 g.  Etofenprox: 10.00 g.  Excipientes: c.s.p,"Antiparasitario externo pulguicida, garrapaticida, repelente y control ambiental. Administración: De 2 a 5 kg : 1 pipeta de 0,5 ml.","1201112","",2025-12-26 01:01:16.440 -0300,1,8,1
190,FENOBARBITAL P-100 X 30 C PALAT.,2024-02-16,products/dfv/reduced/prod_60471_red.jpg,0.00,0.00,0.00,Desc. FENOBARBITAL P-100 X 30 C PALAT.,Fenobarbital 100 mg / comp,Anticonvulsivante,"60471","",2025-12-26 01:03:06.054 -0300,2,9,1
1188,MELOXIVET 2 MG X 100 COMP.,2025-11-04,enterprises/Integhra-Logo-John_Martin.jpg,0.00,0.00,0.00,Desc. MELOXIVET 2 MG X 100 COMP.,"","","160351","",2025-12-26 01:00:34.691 -0300,1,18,1
1194,ZANEX PERROS 04 A 10 KG 250 MG,2025-11-30,enterprises/logo-tecnovax.jpg,0.00,0.00,0.00,Desc. ZANEX PERROS 04 A 10 KG 250 MG,"","","25104","",2025-12-26 01:00:57.054 -0300,1,1763,1
930,COMFORTIS H/27 KG 810MG  X 1 TABL,2025-07-12,products/dfv/prod_81004_integhra.jpg,0.00,0.00,0.00,Desc. COMFORTIS H/27 KG 810MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,"81004","",2025-12-26 01:03:07.995 -0300,4,1598,0
587,CONVENIA INY X 4 ML.,2024-05-12,products/dfv/reduced/prod_901851_red.jpg,0.00,0.00,0.00,Desc. CONVENIA INY X 4 ML.,Cefovecin.,Antibiótico de larga acción.,"901851","",2025-12-26 01:03:10.464 -0300,2,20,1
660,SOSTEN CG ORAL HOSP.(8 BLX10),2024-10-29,products/dfv/reduced/prod_261160_red.jpg,0.00,0.00,0.00,Desc. SOSTEN CG ORAL HOSP.(8 BLX10),"Condroitín Sulfato 240 mg. Glucosamina sulfato 400 mg. Manganeso, sulfato 40 mg. Saborizante: 20 mg.","Antiartrósico, regenerador articular, condrogenético.","261160","",2025-12-26 01:02:11.935 -0300,6,945,1
